framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SL_tpc,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SH_tpc,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,SF_tpc,max_conv_length,comment
defects4j,Chart,19,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Chart,20,SL SH SF,10,102473,1,1,200,200,47,15,200,23,175656,1,1,200,200,11,58,200,34,165838,1,1,100,100,0,36,100,3,
defects4j,Chart,21,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Chart,22,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Chart,23,SH SF,,,,,,,,,,0,100897,,,200,200,0,200,200,0,47990,,,100,100,0,100,100,3,
defects4j,Chart,24,SL SH SF,0,115628,,,200,200,0,200,200,0,128765,,,200,200,0,200,200,40,316930,1,1,100,100,4,52,100,3,
defects4j,Chart,25,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Chart,26,SF,,,,,,,,,,,,,,,,,,,2,406495,1,1,100,100,0,98,100,3,
defects4j,Closure,1,SH SF,,,,,,,,,,0,259814,,,200,200,0,200,200,0,132087,,,100,100,18,82,100,3,
defects4j,Closure,2,SF,,,,,,,,,,,,,,,,,,,11,370850,1,1,100,100,7,82,100,3,
defects4j,Closure,3,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,4,SF,,,,,,,,,,,,,,,,,,,0,116345,,,100,100,44,56,100,3,
defects4j,Closure,5,SH SF,,,,,,,,,,13,135266,23,2,60,200,9,38,60,0,261762,,,100,100,29,71,100,3,
defects4j,Closure,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,7,SF,,,,,,,,,,,,,,,,,,,0,78212,,,100,100,44,56,100,3,
defects4j,Closure,8,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,9,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,10,SL SH SF,34,166051,51,3,200,200,36,88,200,31,194067,46,1,200,200,7,91,200,6,72910,94,1,100,100,13,81,100,3,
defects4j,Closure,11,SH SF,,,,,,,,,,0,108670,,,200,200,0,200,200,0,47494,,,100,100,0,100,100,3,
defects4j,Closure,12,SH SF,,,,,,,,,,0,108629,,,200,200,1,199,200,39,293820,4,1,100,100,4,56,100,3,
defects4j,Closure,13,SF,,,,,,,,,,,,,,,,,,,21,258558,13,1,100,100,23,56,100,3,
defects4j,Closure,14,SL SH SF,1,269958,173,2,200,200,76,123,200,0,312670,,,200,200,39,161,200,0,285194,,,100,100,16,84,100,3,
defects4j,Closure,15,SH SF,,,,,,,,,,0,173275,,,200,200,36,164,200,0,110429,,,100,100,32,68,100,3,
defects4j,Closure,16,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,17,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,18,SL SH SF,10,274047,13,1,200,200,114,24,200,13,712112,37,1,200,200,10,176,200,0,174601,,,100,100,6,94,100,3,
defects4j,Closure,19,SF,,,,,,,,,,,,,,,,,,,20,335978,13,1,100,100,0,80,100,3,
defects4j,Closure,20,SH SF,,,,,,,,,,0,179784,,,200,200,0,200,200,11,252116,41,2,100,100,19,70,100,3,
defects4j,Closure,21,SF,,,,,,,,,,,,,,,,,,,0,228455,,,100,100,44,56,100,3,
defects4j,Closure,22,SF,,,,,,,,,,,,,,,,,,,5,337309,17,2,100,100,19,75,100,3,
defects4j,Closure,23,SF,,,,,,,,,,,,,,,,,,,0,149127,,,100,100,43,57,100,3,
defects4j,Closure,24,SF,,,,,,,,,,,,,,,,,,,0,113713,,,100,100,47,53,100,3,
defects4j,Closure,25,SF,,,,,,,,,,,,,,,,,,,0,124987,,,100,100,21,79,100,3,
defects4j,Closure,26,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,,,,,,,,,,,,,,,,,,,0,222046,,,100,100,33,67,100,3,
defects4j,Closure,30,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,31,SL SH SF,37,401499,22,1,200,200,20,60,200,42,427584,4,1,200,200,21,83,200,0,218688,,,100,100,3,97,100,3,
defects4j,Closure,32,SF,,,,,,,,,,,,,,,,,,,0,233927,,,100,100,49,51,100,3,
defects4j,Closure,33,SH SF,,,,,,,,,,0,173671,,,200,200,37,163,200,0,112539,,,100,100,6,94,100,3,
defects4j,Closure,34,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,35,SH SF,,,,,,,,,,0,216577,,,200,200,0,200,200,0,124743,,,100,100,0,100,100,3,
defects4j,Closure,36,SH SF,,,,,,,,,,11,237808,163,1,200,200,3,185,200,7,306732,37,1,100,100,6,87,100,3,
defects4j,Closure,37,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,38,SL SH SF,0,139778,,,200,200,52,148,200,0,190050,,,200,200,19,181,200,16,347239,4,1,100,100,12,72,100,3,
defects4j,Closure,39,SF,,,,,,,,,,,,,,,,,,,0,127838,,,100,100,38,62,100,3,
defects4j,Closure,40,SF,,,,,,,,,,,,,,,,,,,7,160938,81,3,100,100,23,66,100,3,
defects4j,Closure,41,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,42,SF,,,,,,,,,,,,,,,,,,,0,202066,,,100,100,1,99,100,3,
defects4j,Closure,43,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,44,SF,,,,,,,,,,,,,,,,,,,26,355758,1,1,100,100,3,71,100,3,
defects4j,Closure,45,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,46,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,47,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,48,SF,,,,,,,,,,,,,,,,,,,0,345012,,,100,100,10,90,100,3,
defects4j,Closure,49,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,50,SF,,,,,,,,,,,,,,,,,,,0,272528,,,100,100,17,83,100,3,
defects4j,Closure,51,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,52,SL SH SF,55,262303,7,1,200,200,35,10,200,42,558871,17,2,200,200,32,109,200,33,263735,7,1,100,100,25,39,100,3,
defects4j,Closure,53,SF,,,,,,,,,,,,,,,,,,,0,162070,,,100,100,38,62,100,3,
defects4j,Closure,54,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,55,SH SF,,,,,,,,,,17,119821,31,1,200,200,22,145,200,0,57528,,,100,100,5,95,100,3,
defects4j,Closure,56,SF,,,,,,,,,,,,,,,,,,,26,324789,1,1,100,100,11,62,100,3,
defects4j,Closure,57,SL SH SF,29,129467,43,1,200,200,1,136,200,0,137722,,,200,200,0,200,200,22,356339,2,2,100,100,2,75,100,3,
defects4j,Closure,58,SF,,,,,,,,,,,,,,,,,,,0,222491,,,100,100,47,53,100,3,
defects4j,Closure,59,SH SF,,,,,,,,,,29,234516,127,1,200,200,1,144,200,0,189117,,,100,100,41,59,100,3,
defects4j,Closure,60,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,61,SH SF,,,,,,,,,,29,657065,1,1,200,200,16,153,200,9,342446,19,1,100,100,5,86,100,3,
defects4j,Closure,62,SL SH SF,5,115232,32,2,200,200,159,28,200,27,205544,1,1,200,200,48,50,200,10,271826,45,3,100,100,21,69,100,3,
defects4j,Closure,64,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,65,SL SH SF,1,197190,90,3,200,200,167,32,200,0,330239,,,200,200,44,156,200,0,225612,,,100,100,84,16,100,3,
defects4j,Closure,66,SF,,,,,,,,,,,,,,,,,,,0,51794,,,100,100,0,100,100,3,
defects4j,Closure,67,SL SH SF,47,641078,9,3,200,200,8,138,200,0,151345,,,200,200,2,198,200,0,83838,,,100,100,63,37,100,3,
defects4j,Closure,68,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,69,SH SF,,,,,,,,,,0,215990,,,200,200,0,200,200,0,179825,,,100,100,3,97,100,3,
defects4j,Closure,70,SL SH SF,16,137976,4,1,200,200,9,129,200,12,127053,25,1,200,200,16,168,200,0,110334,,,100,100,9,91,100,3,
defects4j,Closure,71,SL SH SF,0,249560,,,200,200,20,180,200,0,291034,,,200,200,1,199,200,0,269073,,,100,100,21,79,100,3,
defects4j,Closure,72,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,73,SL SH SF,31,329568,28,1,200,200,47,50,200,0,275128,,,200,200,1,199,200,5,388960,3,3,100,100,6,88,100,3,
defects4j,Closure,74,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,75,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,76,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,77,SL SH SF,6,182162,7,1,200,200,5,9,200,19,198000,1,1,200,200,26,3,200,4,376385,15,3,100,100,14,82,100,3,
defects4j,Closure,78,SF,,,,,,,,,,,,,,,,,,,5,309296,55,1,100,100,26,69,100,3,
defects4j,Closure,79,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,80,SL SH SF,0,208378,,,200,200,0,200,200,0,232143,,,200,200,0,200,200,0,191940,,,100,100,0,100,100,3,
defects4j,Closure,81,SH SF,,,,,,,,,,0,448470,,,200,200,11,189,200,0,294839,,,100,100,2,98,100,3,
defects4j,Closure,82,SH SF,,,,,,,,,,0,106726,,,200,200,31,169,200,0,56977,,,100,100,22,78,100,3,
defects4j,Closure,83,SH SF,,,,,,,,,,11,155583,115,1,200,200,7,177,200,0,82175,,,100,100,10,90,100,3,
defects4j,Closure,84,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,85,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,86,SL SH SF,29,268215,99,3,200,200,11,108,200,8,610256,69,3,200,200,0,192,200,6,376750,10,1,100,100,5,89,100,3,
defects4j,Closure,87,SF,,,,,,,,,,,,,,,,,,,0,98639,,,100,100,19,81,100,3,
defects4j,Closure,88,SF,,,,,,,,,,,,,,,,,,,0,120555,,,100,100,21,79,100,3,
defects4j,Closure,89,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,90,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,91,SH SF,,,,,,,,,,0,286906,,,200,200,28,172,200,0,211915,,,100,100,14,86,100,3,
defects4j,Closure,92,SL SH SF,50,554566,1,1,200,200,7,79,200,53,423822,7,1,200,200,14,57,200,0,156579,,,100,100,24,76,100,3,
defects4j,Closure,94,SF,,,,,,,,,,,,,,,,,,,14,362346,4,1,100,100,1,85,100,3,
defects4j,Closure,95,SF,,,,,,,,,,,,,,,,,,,0,245727,,,100,100,17,83,100,3,
defects4j,Closure,96,SF,,,,,,,,,,,,,,,,,,,0,144477,,,100,100,8,92,100,3,
defects4j,Closure,97,SH SF,,,,,,,,,,24,718281,18,3,200,200,1,174,200,8,353813,15,3,100,100,15,77,100,3,
defects4j,Closure,98,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,99,SF,,,,,,,,,,,,,,,,,,,0,171276,,,100,100,25,75,100,3,
defects4j,Closure,100,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,101,SF,,,,,,,,,,,,,,,,,,,17,251560,22,1,100,100,6,77,100,3,
defects4j,Closure,102,SF,,,,,,,,,,,,,,,,,,,16,117404,47,2,100,100,59,25,100,3,
defects4j,Closure,103,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,104,SL SH SF,0,162150,,,200,200,10,190,200,9,185269,59,2,200,200,6,183,200,0,129719,,,100,100,0,100,100,3,
defects4j,Closure,105,SF,,,,,,,,,,,,,,,,,,,0,243661,,,100,100,34,66,100,3,
defects4j,Closure,106,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,107,SL SH SF,11,164321,73,1,200,200,119,64,200,15,233460,142,1,200,200,49,129,200,0,174934,,,100,100,13,87,100,3,
defects4j,Closure,108,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,109,SH SF,,,,,,,,,,20,105049,46,1,200,200,20,145,200,44,187175,5,2,100,100,13,29,100,3,
defects4j,Closure,110,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,111,SH SF,,,,,,,,,,0,117455,,,200,200,8,192,200,0,51268,,,100,100,25,75,100,3,
defects4j,Closure,112,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,113,SL SH SF,0,164357,,,200,200,72,128,200,0,223323,,,200,200,19,181,200,0,144217,,,100,100,47,53,100,3,
defects4j,Closure,114,SL SH SF,12,152414,64,1,200,200,77,102,200,4,154670,13,1,200,200,39,157,200,0,137087,,,100,100,36,64,100,3,
defects4j,Closure,115,SF,,,,,,,,,,,,,,,,,,,0,214980,,,100,100,26,74,100,3,
defects4j,Closure,116,SF,,,,,,,,,,,,,,,,,,,0,196406,,,100,100,50,50,100,3,
defects4j,Closure,117,SF,,,,,,,,,,,,,,,,,,,0,176086,,,100,100,31,69,100,3,
defects4j,Closure,118,SH SF,,,,,,,,,,0,194523,,,200,200,26,174,200,0,115981,,,100,100,28,72,100,3,
defects4j,Closure,119,SL SH SF,11,257320,115,1,200,200,28,149,200,0,372304,,,200,200,12,188,200,4,381813,16,1,100,100,1,95,100,3,
defects4j,Closure,120,SH SF,,,,,,,,,,0,220024,,,200,200,9,191,200,0,138588,,,100,100,8,92,100,3,
defects4j,Closure,121,SF,,,,,,,,,,,,,,,,,,,0,219823,,,100,100,30,70,100,3,
defects4j,Closure,122,SH SF,,,,,,,,,,37,198491,19,1,200,200,10,139,200,24,274459,5,2,100,100,32,44,100,3,
defects4j,Closure,123,SL SH SF,0,87740,,,200,200,0,200,200,0,115189,,,200,200,0,200,200,0,50129,,,100,100,0,100,100,3,
defects4j,Closure,124,SF,,,,,,,,,,,,,,,,,,,20,365763,1,1,100,100,2,78,100,3,
defects4j,Closure,125,SL SH SF,38,211773,16,1,200,200,25,28,200,0,162175,,,200,200,1,199,200,21,335590,2,2,100,100,10,66,100,3,
defects4j,Closure,126,SH SF,,,,,,,,,,13,167762,25,1,89,200,5,71,89,0,311196,,,100,100,10,90,100,3,
defects4j,Closure,127,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,128,SF,,,,,,,,,,,,,,,,,,,30,276456,1,1,100,100,23,46,100,3,
defects4j,Closure,129,SH SF,,,,,,,,,,0,162535,,,200,200,8,192,200,20,325565,1,1,100,100,5,75,100,3,
defects4j,Closure,130,SL SH SF,0,166420,,,200,200,16,184,200,0,243599,,,200,200,0,200,200,0,160453,,,100,100,18,82,100,3,
defects4j,Closure,131,SF,,,,,,,,,,,,,,,,,,,30,166853,2,2,100,100,57,11,100,3,
defects4j,Closure,132,SH SF,,,,,,,,,,0,526397,,,200,200,35,165,200,0,391759,,,100,100,8,92,100,3,
defects4j,Closure,133,SL SH SF,0,102383,,,200,200,10,190,200,0,120280,,,200,200,2,198,200,0,59190,,,100,100,46,54,100,3,
defects4j,Closure,134,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,135,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,136,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,137,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,138,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,139,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,140,SL SH SF,0,140781,,,200,200,0,200,200,0,177710,,,200,200,0,200,200,0,108033,,,100,100,0,100,100,3,
defects4j,Closure,141,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,142,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,143,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,144,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,145,SF,,,,,,,,,,,,,,,,,,,13,91366,87,3,100,100,48,39,100,3,
defects4j,Closure,146,SH SF,,,,,,,,,,0,134082,,,200,200,30,170,200,0,85424,,,100,100,21,79,100,3,
defects4j,Closure,147,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,148,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,149,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,150,SH SF,,,,,,,,,,0,155406,,,200,200,82,118,200,0,94692,,,100,100,43,57,100,3,
defects4j,Closure,151,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,152,SH SF,,,,,,,,,,33,600844,19,1,200,200,3,160,200,6,141061,83,2,100,100,7,86,100,3,
defects4j,Closure,153,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,154,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,155,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,156,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,157,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,158,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,159,SH SF,,,,,,,,,,0,153528,,,200,200,0,200,200,21,201245,11,2,100,100,22,55,100,3,
defects4j,Closure,160,SF,,,,,,,,,,,,,,,,,,,0,174610,,,100,100,31,69,100,3,
defects4j,Closure,161,SH SF,,,,,,,,,,27,470094,22,1,168,200,12,127,168,0,146391,,,100,100,35,65,100,3,
defects4j,Closure,162,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,163,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,164,SF,,,,,,,,,,,,,,,,,,,0,226870,,,100,100,18,82,100,3,
defects4j,Closure,165,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,166,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,167,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,168,SL SH SF,23,180928,1,1,200,200,9,123,200,71,497960,34,1,200,200,1,114,200,6,177012,85,1,100,100,39,55,100,3,
defects4j,Closure,169,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,170,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,171,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,172,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,173,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,174,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,175,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,176,SF,,,,,,,,,,,,,,,,,,,0,253821,,,100,100,0,100,100,3,
defects4j,Lang,1,SF,,,,,,,,,,,,,,,,,,,0,375969,,,100,100,23,77,100,3,
defects4j,Lang,3,SF,,,,,,,,,,,,,,,,,,,1,374467,88,1,100,100,27,72,100,3,
defects4j,Lang,4,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,5,SF,,,,,,,,,,,,,,,,,,,0,140029,,,100,100,85,15,100,3,
defects4j,Lang,6,SL SH SF,0,133267,,,200,200,112,88,200,0,155560,,,200,200,87,113,200,0,106756,,,100,100,80,20,100,3,
defects4j,Lang,7,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,8,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,9,SH SF,,,,,,,,,,0,177736,,,200,200,87,113,200,0,124451,,,100,100,49,51,100,3,
defects4j,Lang,10,SF,,,,,,,,,,,,,,,,,,,0,99926,,,100,100,52,48,100,3,
defects4j,Lang,11,SH SF,,,,,,,,,,0,225310,,,200,200,146,54,200,6,352287,13,1,100,100,21,73,100,3,
defects4j,Lang,12,SF,,,,,,,,,,,,,,,,,,,8,385597,1,1,100,100,5,87,100,3,
defects4j,Lang,13,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,14,SF,,,,,,,,,,,,,,,,,,,32,334567,1,1,100,100,1,66,100,3,
defects4j,Lang,15,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,16,SL SH SF,57,547009,2,2,200,200,22,19,200,14,367245,19,1,200,200,20,135,200,2,407876,1,1,100,100,2,96,100,3,
defects4j,Lang,17,SF,,,,,,,,,,,,,,,,,,,0,105391,,,100,100,59,41,100,3,
defects4j,Lang,18,SF,,,,,,,,,,,,,,,,,,,0,298279,,,100,100,27,73,100,3,
defects4j,Lang,19,SF,,,,,,,,,,,,,,,,,,,0,151239,,,100,100,98,2,100,3,
defects4j,Lang,20,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,21,SL SH SF,13,197527,1,1,200,200,5,64,200,14,179799,1,1,200,200,2,96,200,20,308145,1,1,100,100,28,50,100,3,
defects4j,Lang,22,SF,,,,,,,,,,,,,,,,,,,20,264409,15,3,100,100,19,61,100,3,
defects4j,Lang,23,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
