framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Closure,22,SF,0,25893,,10,15,5,17,22,
defects4j,Closure,23,SF,0,27953,,10,15,29,27,57,
defects4j,Closure,24,SF,0,32483,,10,15,40,22,64,
defects4j,Closure,25,SF,0,31014,,10,15,24,60,84,
defects4j,Closure,26,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,27,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,28,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,29,SF,0,26977,,10,15,7,7,15,
defects4j,Closure,30,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,31,SL SH SF,25,21046,2,7,15,17,48,129,
defects4j,Closure,32,SF,0,26492,,10,15,9,7,16,
defects4j,Closure,33,SH SF,0,37709,,10,15,67,111,238,
defects4j,Closure,34,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,35,SH SF,0,29710,,10,15,13,118,163,
defects4j,Closure,36,SH SF,0,35001,,10,15,16,161,179,
defects4j,Closure,37,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,38,SL SH SF,38,25351,3,8,15,100,51,357,
defects4j,Closure,39,SF,0,32975,,10,15,30,24,58,
defects4j,Closure,40,SF,0,40160,,10,15,25,30,66,
defects4j,Closure,41,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,42,SF,0,39212,,10,15,0,32,34,
defects4j,Closure,43,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,44,SF,30,19892,1,6,15,11,22,65,
defects4j,Closure,45,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,48,SF,0,90341,,10,15,23,20,56,
defects4j,Closure,49,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,50,SF,0,26112,,10,15,4,14,20,
defects4j,Closure,51,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,52,SL SH SF,54,19034,1,6,15,27,36,244,
defects4j,Closure,53,SF,0,32031,,10,15,16,17,33,
defects4j,Closure,54,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,55,SH SF,60,32824,1,6,15,34,114,223,
defects4j,Closure,56,SF,11,15017,1,6,15,16,14,41,
defects4j,Closure,57,SL SH SF,7,16735,1,6,15,7,52,367,
defects4j,Closure,58,SF,0,28798,,10,15,0,17,20,
defects4j,Closure,59,SH SF,0,32911,,10,15,34,95,214,
defects4j,Closure,60,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,61,SH SF,29,20429,1,6,15,17,114,225,
defects4j,Closure,62,SL SH SF,6,18296,1,6,15,9,39,266,
defects4j,Closure,64,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,65,SL SH SF,0,26012,,10,15,26,15,136,
defects4j,Closure,66,SF,0,55731,,10,15,0,250,356,
defects4j,Closure,67,SL SH SF,67,29265,2,7,15,88,187,399,
defects4j,Closure,68,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,69,SH SF,0,36391,,10,15,0,172,207,
defects4j,Closure,70,SL SH SF,4,27601,2,7,15,11,98,349,
defects4j,Closure,71,SL SH SF,0,26309,,10,15,9,82,122,
defects4j,Closure,72,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,73,SL SH SF,38,20808,1,6,15,35,16,134,
defects4j,Closure,74,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,75,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,76,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,77,SL SH SF,10,18090,1,6,15,12,6,230,
defects4j,Closure,78,SF,1,17560,1,6,15,11,10,22,
defects4j,Closure,79,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,80,SL SH SF,0,40776,,10,15,0,134,213,
defects4j,Closure,81,SH SF,0,35019,,10,15,6,40,48,
defects4j,Closure,82,SH SF,0,43745,,10,15,157,168,514,
defects4j,Closure,83,SH SF,11,31802,1,6,15,2,332,444,
defects4j,Closure,84,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,85,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,86,SL SH SF,22,18448,1,6,15,21,71,144,
defects4j,Closure,87,SF,0,34184,,10,15,27,41,68,
defects4j,Closure,88,SF,6,29385,4,9,15,24,43,73,
defects4j,Closure,89,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,90,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,91,SH SF,0,41158,,10,15,28,129,158,
defects4j,Closure,92,SL SH SF,12,20823,1,6,15,12,26,205,
defects4j,Closure,94,SF,16,20760,1,6,15,18,21,55,
defects4j,Closure,95,SF,0,27528,,10,15,8,10,18,
defects4j,Closure,96,SF,0,33327,,10,15,20,24,44,
defects4j,Closure,97,SH SF,28,24430,1,6,15,21,61,120,
defects4j,Closure,98,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,99,SF,0,28993,,10,15,18,15,35,
defects4j,Closure,100,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,101,SF,21,19751,1,6,15,11,41,79,
defects4j,Closure,102,SF,23,21605,1,6,15,30,36,97,
defects4j,Closure,103,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,104,SL SH SF,25,19563,2,7,15,16,126,298,
defects4j,Closure,105,SF,0,27503,,10,15,7,12,19,
defects4j,Closure,106,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,107,SL SH SF,20,19882,1,6,15,29,49,214,
defects4j,Closure,108,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,109,SH SF,62,28803,1,6,15,7,220,309,
defects4j,Closure,110,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,111,SH SF,27,53072,8,13,15,108,197,402,
defects4j,Closure,112,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,113,SL SH SF,0,32952,,10,15,62,87,254,
defects4j,Closure,114,SL SH SF,0,35152,,10,15,117,70,224,
defects4j,Closure,115,SF,0,25366,,10,15,15,8,23,
defects4j,Closure,116,SF,0,28444,,10,15,13,20,33,
defects4j,Closure,117,SF,0,28819,,10,15,21,17,40,
defects4j,Closure,118,SH SF,4,38377,1,6,15,31,257,333,
defects4j,Closure,119,SL SH SF,34,16623,1,6,15,12,57,120,
defects4j,Closure,120,SH SF,0,37887,,10,15,38,120,169,
defects4j,Closure,121,SF,0,25230,,10,15,6,11,17,
defects4j,Closure,122,SH SF,33,23357,1,6,15,41,135,277,
defects4j,Closure,123,SL SH SF,0,54667,,10,15,0,371,546,
defects4j,Closure,124,SF,32,22704,1,6,15,33,38,108,
defects4j,Closure,125,SL SH SF,77,19234,1,6,15,46,61,316,
defects4j,Closure,126,SH SF,11,23429,1,6,15,14,76,104,
defects4j,Closure,127,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,128,SF,43,20628,1,6,15,21,28,106,
defects4j,Closure,129,SH SF,30,30209,1,6,15,25,251,328,
defects4j,Closure,130,SL SH SF,0,36274,,10,15,27,132,173,
defects4j,Closure,131,SF,13,21041,1,6,15,76,17,111,
defects4j,Closure,132,SH SF,0,34704,,10,15,12,28,40,
defects4j,Closure,133,SL SH SF,0,37404,,10,15,146,50,288,
defects4j,Closure,134,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,135,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,136,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,137,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,138,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,139,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,140,SL SH SF,0,29757,,10,15,0,137,323,
defects4j,Closure,141,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,142,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,143,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,144,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,145,SF,27,27689,2,7,15,35,38,100,
defects4j,Closure,146,SH SF,52,29913,1,6,15,21,138,290,
defects4j,Closure,147,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,148,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,149,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,150,SH SF,0,40844,,10,15,63,91,170,
defects4j,Closure,151,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,152,SH SF,59,25190,1,6,15,15,92,177,
defects4j,Closure,153,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,154,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,155,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,156,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,157,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,158,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,159,SH SF,36,24389,1,6,15,13,176,265,
defects4j,Closure,160,SF,0,28166,,10,15,20,13,33,
defects4j,Closure,161,SH SF,20,29807,1,6,15,22,152,202,
defects4j,Closure,162,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,163,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,164,SF,0,25173,,10,15,4,11,19,
defects4j,Closure,165,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,166,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,167,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,168,SL SH SF,66,18542,1,6,15,5,46,186,
defects4j,Closure,169,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,170,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,171,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,172,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,173,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,174,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,175,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Closure,176,SF,0,24752,,10,15,0,20,24,
defects4j,Lang,1,SF,0,40072,,10,15,0,11,11,
defects4j,Lang,3,SF,0,38891,,10,15,3,11,14,
defects4j,Lang,4,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,5,SF,0,29667,,10,15,38,9,47,
defects4j,Lang,6,SL SH SF,0,35587,,10,15,84,27,225,
defects4j,Lang,7,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,9,SH SF,0,40831,,10,15,91,62,270,
defects4j,Lang,10,SF,0,32630,,10,15,40,9,56,
defects4j,Lang,11,SH SF,2,33065,1,10,15,69,57,149,
defects4j,Lang,12,SF,3,16412,1,6,15,9,6,18,
defects4j,Lang,13,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,14,SF,39,22202,1,6,15,6,17,129,
defects4j,Lang,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,16,SL SH SF,34,17371,1,6,15,20,12,103,
defects4j,Lang,17,SF,12,21832,2,7,15,24,5,41,
defects4j,Lang,18,SF,3,24978,3,8,15,1,7,11,
defects4j,Lang,19,SF,0,32378,,10,15,28,4,33,
defects4j,Lang,20,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,21,SL SH SF,40,21055,1,6,15,1,26,181,
defects4j,Lang,22,SF,8,25887,5,10,15,11,12,31,
defects4j,Lang,23,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,24,SL SH SF,74,19329,1,6,15,18,7,122,
defects4j,Lang,25,SH SF,0,56920,,10,15,0,267,314,
defects4j,Lang,26,SL SH SF,42,21769,1,6,15,38,29,354,
defects4j,Lang,27,SF,0,25427,,10,15,9,3,12,
defects4j,Lang,28,SF,10,19290,1,6,15,11,7,28,
defects4j,Lang,29,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,30,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,31,SF,0,46076,,10,15,0,109,141,
defects4j,Lang,32,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,33,SL SH SF,48,20602,1,6,15,14,12,234,
defects4j,Lang,34,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,35,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,36,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,37,SF,7,22054,1,6,15,19,49,75,
defects4j,Lang,38,SL SH SF,1,20499,2,7,15,53,36,309,
defects4j,Lang,39,SH SF,20,20442,1,6,15,8,42,73,
defects4j,Lang,40,SH SF,27,30499,2,7,15,73,56,327,
defects4j,Lang,41,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,42,SF,30,20933,1,6,15,13,15,58,
defects4j,Lang,43,SL SH SF,58,26107,1,6,15,12,69,243,
defects4j,Lang,44,SH SF,0,32348,,10,15,28,31,63,
defects4j,Lang,45,SH SF,26,28692,1,6,15,30,61,200,
defects4j,Lang,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,48,SF,0,27888,,10,15,8,23,31,
defects4j,Lang,49,SH SF,0,45512,,10,15,67,191,548,
defects4j,Lang,50,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,51,SL SH SF,38,16615,1,6,15,7,22,104,
defects4j,Lang,52,SH SF,46,23457,1,6,15,47,52,215,
defects4j,Lang,53,SF,0,36659,,10,15,0,9,11,
defects4j,Lang,54,SH SF,0,49147,,10,15,49,149,220,
defects4j,Lang,55,SF,41,22866,1,6,15,24,88,174,
defects4j,Lang,56,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,57,SL SH SF,55,22689,1,6,15,6,193,395,
defects4j,Lang,58,SH SF,12,20577,1,6,15,4,36,52,
defects4j,Lang,59,SL SH SF,40,21651,1,6,15,16,14,254,
defects4j,Lang,60,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,61,SL SH SF,2,21502,1,6,15,9,5,309,
defects4j,Lang,62,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,63,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,64,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Lang,65,SF,0,30073,,10,15,11,1,12,
defects4j,Math,1,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,2,SL SH SF,104,22499,1,6,15,43,124,391,
defects4j,Math,3,SF,6,16158,1,6,15,5,3,14,
defects4j,Math,4,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,5,SL SH SF,39,17802,1,6,15,30,14,301,
defects4j,Math,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,7,SF,0,25425,,10,15,0,55,86,
defects4j,Math,8,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,9,SH SF,0,40667,,10,15,106,273,712,
defects4j,Math,10,SL SH SF,22,18205,1,6,15,29,18,101,
defects4j,Math,11,SL SH SF,40,45791,6,11,15,52,158,377,
defects4j,Math,12,SF,0,57542,,10,15,0,252,262,
defects4j,Math,13,SF,0,51722,,10,15,28,108,143,
defects4j,Math,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,15,SL SH SF,0,33267,,10,15,0,60,98,
defects4j,Math,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,17,SF,0,53642,,10,15,24,225,267,
defects4j,Math,18,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,19,SH SF,22,29774,1,6,15,13,90,125,
defects4j,Math,20,SH SF,59,40329,2,10,15,13,67,260,
defects4j,Math,21,SF,0,25110,,10,15,7,5,16,
defects4j,Math,22,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,23,SF,2,20020,1,6,15,3,2,7,
defects4j,Math,24,SF,0,37308,,10,15,4,6,10,
defects4j,Math,25,SF,0,24407,,10,15,0,11,12,
defects4j,Math,26,SF,0,27114,,10,15,24,10,34,
defects4j,Math,27,SL SH SF,3,27273,2,7,15,8,174,623,
defects4j,Math,28,SF,4,18258,1,6,15,3,2,9,
defects4j,Math,29,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,30,SL SH SF,40,21741,1,6,15,3,17,237,
defects4j,Math,31,SF,0,27172,,10,15,14,5,19,
defects4j,Math,32,SL SH SF,36,21586,1,6,15,14,22,207,
defects4j,Math,33,SL SH SF,47,21780,2,7,15,82,18,242,
defects4j,Math,34,SL SH SF,17,19453,1,6,15,23,64,290,
defects4j,Math,35,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,36,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,37,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,38,SF,0,46251,,10,15,0,14,14,
defects4j,Math,39,SH SF,0,42399,,10,15,12,32,45,
defects4j,Math,40,SF,0,38687,,10,15,0,10,10,
defects4j,Math,41,SL SH SF,9,17649,1,6,15,1,29,282,
defects4j,Math,42,SF,0,30723,,10,15,19,22,42,
defects4j,Math,43,SF,0,38620,,10,15,46,20,77,
defects4j,Math,44,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,45,SH SF,69,26150,1,6,15,16,82,205,
defects4j,Math,46,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,47,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,48,SH SF,0,41511,,10,15,6,55,62,
defects4j,Math,49,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,50,SH SF,11,20751,1,6,15,8,18,37,
defects4j,Math,51,SF,0,29962,,10,15,0,10,14,
defects4j,Math,52,SF,0,33891,,10,15,0,10,11,
defects4j,Math,53,SH SF,44,18723,1,6,15,10,56,169,
defects4j,Math,54,SL SH SF,0,36145,,10,15,0,111,150,
defects4j,Math,55,SF,0,28003,,10,15,28,14,43,
defects4j,Math,56,SH SF,16,45427,9,14,15,92,48,174,
defects4j,Math,57,SL SH SF,7,10290,1,6,15,3,7,118,
defects4j,Math,58,SL SH SF,46,24740,2,7,15,65,78,285,
defects4j,Math,59,SL SH SF,33,17270,1,6,15,8,2,329,
defects4j,Math,60,SF,13,24736,2,7,15,23,30,66,
defects4j,Math,61,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,62,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,63,SL SH SF,2,23226,1,6,15,103,28,369,
defects4j,Math,64,SF,0,39578,,10,15,0,10,10,
defects4j,Math,65,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,66,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,67,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,68,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,69,SL SH SF,45,19857,1,6,15,32,2,212,
defects4j,Math,70,SL SH SF,33,18605,1,6,15,8,72,265,
defects4j,Math,71,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,72,SF,2,20058,1,6,15,8,25,35,
defects4j,Math,73,SH SF,36,34747,1,6,15,0,128,166,
defects4j,Math,74,SF,0,85554,,10,15,18,36,54,
defects4j,Math,75,SL SH SF,37,57728,7,12,15,156,137,514,
defects4j,Math,76,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,77,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,78,SF,0,33804,,10,15,5,12,17,
defects4j,Math,79,SF,42,21261,1,6,15,29,28,111,
defects4j,Math,80,SL SH SF,28,23010,1,6,15,44,2,284,
defects4j,Math,81,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,82,SL SH SF,71,18298,1,6,15,20,17,265,
defects4j,Math,83,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,84,SF,0,37987,,10,15,0,36,37,
defects4j,Math,85,SL SH SF,50,18463,1,6,15,34,18,155,
defects4j,Math,86,SF,0,31200,,10,15,22,6,28,
defects4j,Math,87,SF,41,22146,1,6,15,20,31,99,
defects4j,Math,88,SF,9,18343,1,6,15,12,22,43,
defects4j,Math,89,SF,110,26560,1,6,15,30,59,230,
defects4j,Math,90,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,91,SH SF,31,27696,1,6,15,14,190,395,
defects4j,Math,92,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,93,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,94,SL SH SF,11,14389,1,6,15,15,38,150,
defects4j,Math,95,SF,55,25441,1,6,15,29,42,135,
defects4j,Math,96,SL SH SF,8,21816,1,6,15,83,6,226,
defects4j,Math,97,SF,0,32715,,10,15,17,29,46,
defects4j,Math,98,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,99,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,100,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Math,101,SH SF,8,36252,6,11,15,8,134,276,
defects4j,Math,102,SF,0,32802,,10,15,53,11,65,
defects4j,Math,103,SF,14,37168,3,8,15,39,97,152,
defects4j,Math,104,SL SH SF,0,43167,,10,15,0,234,380,
defects4j,Math,105,SL SH SF,33,20665,1,6,15,88,62,433,
defects4j,Math,106,SF,5,28059,5,10,15,11,6,22,
defects4j,Mockito,1,SH SF,24,29310,1,6,15,30,119,175,
defects4j,Mockito,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,4,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,5,SL SH SF,19,39327,6,11,15,11,184,386,
defects4j,Mockito,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,7,SL SH SF,0,41583,,10,15,79,88,179,
defects4j,Mockito,8,SL SH SF,40,26429,1,6,15,49,112,285,
defects4j,Mockito,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,10,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,11,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,12,SF,45,22570,1,6,15,10,31,95,
defects4j,Mockito,13,SF,7,16134,1,6,15,3,9,19,
defects4j,Mockito,14,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,15,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,16,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,17,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,18,SH SF,0,40977,,10,15,0,353,429,
defects4j,Mockito,19,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,20,SF,0,30150,,10,15,16,22,38,
defects4j,Mockito,21,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,22,SH SF,13,40173,3,10,15,45,73,439,
defects4j,Mockito,23,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,24,SL SH SF,53,25008,1,6,15,58,39,261,
defects4j,Mockito,25,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Mockito,26,SL SH SF,23,20059,2,7,15,20,9,387,
defects4j,Mockito,27,SH SF,0,39856,,10,15,28,176,303,
defects4j,Mockito,28,SH SF,0,45808,,10,15,80,136,239,
