framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SL_tpc,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SH_tpc,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,SF_tpc,max_conv_length,comment
humanevaljava,humaneval,CORRECT_BRACKETING,SF,,,,,,,,,,,,,,,,,,,33,308847,1,1,100,100,1,65,100,3,
humanevaljava,humaneval,COUNT_DISTINCT_CHARACTERS,SL SH SF,11,82311,1,1,200,200,27,2,200,13,87699,1,1,200,200,76,15,200,13,84294,1,1,100,100,54,33,100,3,
humanevaljava,humaneval,COUNT_NUMS,SL SH SF,21,117027,1,1,200,200,20,5,200,31,161797,1,1,200,200,6,12,200,27,330118,4,1,100,100,14,58,100,3,
humanevaljava,humaneval,COUNT_UPPER,SL SH SF,0,104512,,,200,200,171,29,200,1,75752,36,3,200,200,185,14,200,41,213947,3,3,100,100,27,9,100,3,
humanevaljava,humaneval,COUNT_UP_TO,SF,,,,,,,,,,,,,,,,,,,26,318308,1,1,100,100,17,45,100,3,
humanevaljava,humaneval,CYCPATTERN_CHECK,SH SF,,,,,,,,,,0,143439,,,200,200,0,200,200,13,95482,71,2,100,100,61,25,100,3,
humanevaljava,humaneval,DECIMAL_TO_BINARY,SL SH SF,18,95363,1,1,200,200,17,2,200,46,256828,1,1,200,200,12,80,200,39,305869,1,1,100,100,2,52,100,3,
humanevaljava,humaneval,DECODE_CYCLIC,SL SH SF,18,151046,1,1,200,200,54,9,200,3,106878,43,1,200,200,3,193,200,15,365283,2,2,100,100,7,77,100,3,
humanevaljava,humaneval,DECODE_SHIFT,SL SH SF,36,267903,1,1,200,200,3,3,200,49,699504,4,1,200,200,4,146,200,25,356876,1,1,100,100,2,72,100,3,
humanevaljava,humaneval,DERIVATIVE,SH SF,,,,,,,,,,25,223083,38,2,200,200,146,27,200,8,64112,18,3,100,100,88,4,100,3,
humanevaljava,humaneval,DIGITS,SH SF,,,,,,,,,,0,136850,,,200,200,0,200,200,37,323751,1,1,100,100,4,45,100,3,
humanevaljava,humaneval,DIGIT_SUM,SH SF,,,,,,,,,,38,201017,8,2,200,200,90,11,200,0,57198,,,100,100,100,0,100,3,
humanevaljava,humaneval,DO_ALGEBRA,SH SF,,,,,,,,,,1,99339,76,1,200,200,0,199,200,32,317028,1,1,100,100,5,56,100,3,
humanevaljava,humaneval,DOUBLE_THE_DIFFERENCE,SL SH SF,0,103045,,,200,200,187,13,200,0,107128,,,200,200,159,41,200,0,63466,,,100,100,86,14,100,3,
humanevaljava,humaneval,EAT,SH SF,,,,,,,,,,39,591087,17,2,200,200,27,121,200,48,301593,2,2,100,100,4,41,100,3,
humanevaljava,humaneval,ENCODE,SH SF,,,,,,,,,,6,108906,43,1,200,200,90,92,200,23,347297,1,1,100,100,9,67,100,3,
humanevaljava,humaneval,ENCRYPT,SL SH SF,24,141358,19,1,200,200,58,44,200,12,110028,2,2,200,200,84,67,200,32,341342,1,1,100,100,1,64,100,3,
humanevaljava,humaneval,EVEN_ODD_COUNT,SH SF,,,,,,,,,,0,128949,,,200,200,0,200,200,27,334655,6,3,100,100,8,64,100,3,
humanevaljava,humaneval,EVEN_ODD_PALINDROME,SH SF,,,,,,,,,,66,542478,1,1,200,200,12,56,200,29,288778,1,1,100,100,1,59,100,3,
humanevaljava,humaneval,EXCHANGE,SH SF,,,,,,,,,,0,123518,,,200,200,14,186,200,27,219277,1,1,100,100,49,24,100,3,
humanevaljava,humaneval,FACTORIAL,SL SH SF,2,76627,13,1,200,200,186,12,200,8,77376,4,1,200,200,120,55,200,3,74721,76,1,100,100,93,1,100,3,
humanevaljava,humaneval,FACTORIZE,SH SF,,,,,,,,,,0,122149,,,200,200,2,198,200,36,340897,1,1,100,100,0,63,100,3,
humanevaljava,humaneval,FIB4,SL SH SF,0,127793,,,200,200,159,41,200,0,131122,,,200,200,115,85,200,22,307795,1,1,100,100,35,41,100,3,
humanevaljava,humaneval,FIBFIB,SH SF,,,,,,,,,,15,104841,4,1,200,200,14,131,200,0,61627,,,100,100,67,33,100,3,
humanevaljava,humaneval,FIB,SH SF,,,,,,,,,,10,86685,7,1,200,200,0,168,200,35,338047,1,1,100,100,1,63,100,3,
humanevaljava,humaneval,FILE_NAME_CHECK,SL SH SF,30,238073,1,1,200,200,2,9,200,0,143689,,,200,200,0,200,200,20,359946,1,1,100,100,6,73,100,3,
humanevaljava,humaneval,FILTER_BY_PREFIX,SL SH SF,12,91696,1,1,200,200,2,39,200,14,111032,1,1,200,200,3,122,200,44,296161,1,1,100,100,1,33,100,3,
humanevaljava,humaneval,FILTER_BY_SUBSTRING,SH SF,,,,,,,,,,69,396365,1,1,200,200,2,51,200,43,317758,1,1,100,100,1,51,100,3,
humanevaljava,humaneval,FILTER_INTEGERS,SH SF,,,,,,,,,,64,467845,2,2,200,200,10,56,200,39,331411,1,1,100,100,0,59,100,3,
humanevaljava,humaneval,FIND_CLOSEST_ELEMENTS,SL SH SF,15,137464,1,1,200,200,8,1,200,14,130750,1,1,200,200,15,53,200,18,322999,7,1,100,100,2,78,100,3,
humanevaljava,humaneval,FIND_ZERO,SL SH SF,1,94372,83,2,200,200,93,106,200,0,132935,,,200,200,40,160,200,16,265836,10,1,100,100,36,48,100,3,
humanevaljava,humaneval,FIX_SPACES,SH SF,,,,,,,,,,0,192072,,,200,200,100,100,200,14,287316,20,2,100,100,42,44,100,3,
humanevaljava,humaneval,FIZZ_BUZZ,SH SF,,,,,,,,,,0,138106,,,200,200,0,200,200,33,335118,1,1,100,100,1,44,100,3,
humanevaljava,humaneval,FLIP_CASE,SF,,,,,,,,,,,,,,,,,,,35,333080,1,1,100,100,1,56,100,3,
humanevaljava,humaneval,FRUIT_DISTRIBUTION,SH SF,,,,,,,,,,88,533817,1,1,200,200,4,66,200,35,330229,1,1,100,100,1,62,100,3,
humanevaljava,humaneval,GENERATE_INTEGERS,SH SF,,,,,,,,,,50,487791,41,2,200,200,19,95,200,36,150604,52,1,100,100,54,5,100,3,
humanevaljava,humaneval,GET_CLOSET_VOWEL,SL SH SF,0,134114,,,200,200,101,99,200,0,149534,,,200,200,73,127,200,8,90698,47,2,100,100,21,71,100,3,
humanevaljava,humaneval,GET_MAX_TRIPLES,SH SF,,,,,,,,,,6,130689,4,1,200,200,3,189,200,21,295356,1,1,100,100,20,34,100,3,
humanevaljava,humaneval,GET_ODD_COLLATZ,SH SF,,,,,,,,,,0,146919,,,200,200,0,200,200,28,353246,1,1,100,100,1,71,100,3,
humanevaljava,humaneval,GET_POSITIVE,SH SF,,,,,,,,,,29,187502,1,1,200,200,48,53,200,46,255960,1,1,90,100,0,36,90,3,
humanevaljava,humaneval,GET_ROW,SH SF,,,,,,,,,,0,169225,,,200,200,0,200,200,23,229440,10,1,100,100,23,51,100,3,
humanevaljava,humaneval,GREATEST_COMMON_DIVISOR,SF,,,,,,,,,,,,,,,,,,,33,344296,1,1,100,100,0,67,100,3,
humanevaljava,humaneval,HAS_CLOSE_ELEMENTS,SL SH SF,34,233558,1,1,200,200,6,6,200,54,317362,1,1,200,200,4,25,200,28,319055,1,1,100,100,4,68,100,3,
humanevaljava,humaneval,HEX_KEY,SL SH SF,0,114677,,,200,200,156,44,200,0,123319,,,200,200,182,18,200,38,197165,40,1,100,100,39,21,100,3,
humanevaljava,humaneval,HISTOGRAM,SL SH SF,3,87687,1,1,200,200,192,4,200,1,116329,73,1,200,200,101,98,200,17,381478,1,1,100,100,0,83,100,3,
humanevaljava,humaneval,HOW_MANY_TIMES,SL SH SF,9,93934,1,1,200,200,25,3,200,8,105148,1,1,200,200,3,151,200,24,161711,1,1,100,100,72,1,100,3,
humanevaljava,humaneval,INCR_LIST,SL SH SF,4,59689,1,1,200,200,193,3,200,13,94527,1,1,200,200,83,7,200,38,297149,1,1,100,100,13,47,100,3,
humanevaljava,humaneval,INTERSECTION,SH SF,,,,,,,,,,32,247572,1,1,200,200,21,116,200,30,343129,1,1,100,100,2,67,100,3,
humanevaljava,humaneval,INTERSPERSE,SL SH SF,10,102295,1,1,200,200,91,88,200,0,130630,,,200,200,0,200,200,38,311636,1,1,100,100,5,55,100,3,
humanevaljava,humaneval,INT_TO_MINI_ROMAN,SH SF,,,,,,,,,,46,643252,7,1,200,200,23,109,200,19,371948,1,1,100,100,4,75,100,3,
humanevaljava,humaneval,IS_BORED,SL SH SF,15,128414,170,2,200,200,100,82,200,50,576540,30,3,200,200,53,97,200,43,297825,1,1,100,100,12,40,100,3,
humanevaljava,humaneval,ISCUBE,SL SH SF,0,127072,,,200,200,12,188,200,0,138719,,,200,200,3,197,200,44,306660,1,1,100,100,10,44,100,3,
humanevaljava,humaneval,IS_EQUAL_TO_SUM_EVEN,SL SH SF,0,106081,,,200,200,137,63,200,0,117686,,,200,200,132,68,200,0,54370,,,100,100,97,3,100,3,
humanevaljava,humaneval,IS_HAPPY,SL SH SF,20,139999,94,1,200,200,138,12,200,0,122396,,,200,200,60,140,200,24,164796,26,2,100,100,52,20,100,3,
humanevaljava,humaneval,IS_MULTIPLY_PRIME,SH SF,,,,,,,,,,0,136501,,,200,200,45,155,200,26,313019,3,3,100,100,15,51,100,3,
humanevaljava,humaneval,IS_NESTED,SH SF,,,,,,,,,,0,150269,,,200,200,5,195,200,0,85328,,,100,100,56,44,100,3,
humanevaljava,humaneval,IS_PALINDROME,SF,,,,,,,,,,,,,,,,,,,44,303526,1,1,100,100,3,44,100,3,
humanevaljava,humaneval,IS_PRIME,SL SH SF,22,125076,2,2,200,200,1,3,200,15,112977,1,1,200,200,1,176,200,47,244274,1,1,100,100,1,2,100,3,
humanevaljava,humaneval,IS_SIMPLE_POWER,SH SF,,,,,,,,,,9,119622,124,1,200,200,1,190,200,37,148649,26,2,100,100,50,4,100,3,
humanevaljava,humaneval,IS_SORTED,SL SH SF,35,131345,1,1,200,200,104,6,200,18,163410,1,1,200,200,28,126,200,25,228730,35,2,100,100,38,35,100,3,
humanevaljava,humaneval,LARGEST_DIVISOR,SL SH SF,30,134793,3,3,200,200,33,12,200,13,105199,10,1,200,200,18,161,200,37,224322,1,1,100,100,44,16,100,3,
humanevaljava,humaneval,LARGEST_PRIME_FACTOR,SH SF,,,,,,,,,,2,108299,169,1,200,200,1,197,200,30,336510,4,1,100,100,0,66,100,3,
humanevaljava,humaneval,LARGEST_SMALLEST_INTEGERS,SF,,,,,,,,,,,,,,,,,,,21,360739,1,1,100,100,3,71,100,3,
humanevaljava,humaneval,LONGEST,SH SF,,,,,,,,,,5,99004,94,1,200,200,0,195,200,42,310659,1,1,100,100,2,53,100,3,
humanevaljava,humaneval,MAKE_A_PILE,SL SH SF,0,100784,,,200,200,197,3,200,0,105173,,,200,200,183,17,200,0,57722,,,100,100,67,33,100,3,
humanevaljava,humaneval,MAKE_PALINDROME,SH SF,,,,,,,,,,13,129351,1,1,200,200,150,30,200,34,173958,27,3,100,100,50,16,100,3,
humanevaljava,humaneval,MATCH_PARENS,SH SF,,,,,,,,,,57,610635,11,2,200,200,4,138,200,32,225155,1,1,100,100,1,64,100,3,
humanevaljava,humaneval,MAX_ELEMENT,SL SH SF,25,137873,1,1,200,200,0,130,200,55,423646,1,1,200,200,1,78,200,35,317372,1,1,100,100,0,61,100,3,
humanevaljava,humaneval,MAX_FILL,SH SF,,,,,,,,,,2,86641,58,1,200,200,9,187,200,37,287358,1,1,100,100,0,31,100,3,
humanevaljava,humaneval,MAXIMUM_K,SL SH SF,8,79774,1,1,200,200,12,134,200,7,109292,4,1,200,200,0,191,200,2,51875,13,1,100,100,2,96,100,3,
humanevaljava,humaneval,MEAN_ABSOLUTE_DEVIATION,SL SH SF,16,116786,1,1,200,200,13,4,200,13,101906,1,1,200,200,4,20,200,31,350462,1,1,100,100,0,69,100,3,
humanevaljava,humaneval,MEDIAN,SL SH SF,66,401191,1,1,200,200,8,6,200,37,731532,1,1,200,200,1,161,200,31,337723,1,1,100,100,3,63,100,3,
humanevaljava,humaneval,MIN_PATH,SH SF,,,,,,,,,,24,744855,1,1,200,200,12,164,200,14,347945,7,1,100,100,3,78,100,3,
humanevaljava,humaneval,MIN_SUBARRAY_SUM,SL SH SF,0,124579,,,200,200,135,65,200,0,133980,,,200,200,35,165,200,36,294022,2,2,100,100,20,34,100,3,
humanevaljava,humaneval,MODP,SF,,,,,,,,,,,,,,,,,,,32,342198,1,1,100,100,4,63,100,3,
humanevaljava,humaneval,MONOTONIC,SL SH SF,17,113614,1,1,200,200,0,3,200,30,155663,1,1,200,200,3,37,200,31,346258,1,1,100,100,1,66,100,3,
humanevaljava,humaneval,MOVE_ONE_BALL,SL SH SF,6,106794,1,1,200,200,10,9,200,62,296992,1,1,200,200,0,61,200,24,360365,1,1,100,100,1,75,100,3,
humanevaljava,humaneval,MULTIPLY,SL SH SF,0,101350,,,200,200,139,61,200,0,100368,,,200,200,121,79,200,0,47171,,,100,100,99,1,100,3,
humanevaljava,humaneval,NEXT_SMALLEST,SL SH SF,33,101582,1,1,200,200,22,111,200,29,110895,16,1,200,200,44,84,200,30,337336,1,1,100,100,4,63,100,3,
humanevaljava,humaneval,NUMERICAL_LETTER_GRADE,SF,,,,,,,,,,,,,,,,,,,2,138263,28,1,100,100,97,1,100,3,
humanevaljava,humaneval,ODD_COUNT,SH SF,,,,,,,,,,7,119818,82,1,200,200,0,193,200,0,85707,,,100,100,100,0,100,3,
humanevaljava,humaneval,ORDER_BY_POINTS,SF,,,,,,,,,,,,,,,,,,,0,116855,,,100,100,54,46,100,3,
humanevaljava,humaneval,PAIRS_SUM_TO_ZERO,SL SH SF,18,115411,1,1,200,200,38,12,200,7,87423,1,1,200,200,10,104,200,1,45711,7,1,100,100,0,99,100,3,
humanevaljava,humaneval,PARSE_MUSIC,SH SF,,,,,,,,,,25,163192,40,1,200,200,60,83,200,27,339339,1,1,100,100,5,67,100,3,
humanevaljava,humaneval,PARSE_NESTED_PARENS,SH SF,,,,,,,,,,0,134669,,,200,200,47,153,200,19,373032,1,1,100,100,0,80,100,3,
humanevaljava,humaneval,PLUCK,SH SF,,,,,,,,,,33,368276,1,1,200,200,15,144,200,33,338315,1,1,100,100,1,57,100,3,
humanevaljava,humaneval,PRIME_FIB,SH SF,,,,,,,,,,38,225334,20,2,200,200,79,69,200,26,315001,11,2,100,100,8,65,100,3,
humanevaljava,humaneval,PRIME_LENGTH,SL SH SF,15,92320,1,1,200,200,94,16,200,14,102096,1,1,200,200,95,73,200,40,289932,1,1,100,100,4,37,100,3,
humanevaljava,humaneval,PROD_SIGNS,SL SH SF,38,239645,1,1,200,200,5,2,200,64,607001,1,1,200,200,12,99,200,22,358872,1,1,100,100,3,73,100,3,
humanevaljava,humaneval,REMOVE_DUPLICATES,SH SF,,,,,,,,,,44,409471,6,3,200,200,4,117,200,16,121384,1,1,100,100,5,74,100,3,
humanevaljava,humaneval,REMOVE_VOWELS,SH SF,,,,,,,,,,0,120214,,,200,200,0,200,200,39,326204,1,1,100,100,3,55,100,3,
humanevaljava,humaneval,RESCALE_TO_UNIT,SF,,,,,,,,,,,,,,,,,,,19,348086,1,1,100,100,0,81,100,3,
humanevaljava,humaneval,REVERSE_DELETE,SL SH SF,40,177664,2,2,200,200,4,5,200,22,128967,131,2,200,200,9,135,200,28,269430,1,1,100,100,37,33,100,3,
humanevaljava,humaneval,RIGHT_ANGLE_TRIANGLE,SL SH SF,45,615788,3,3,200,200,9,101,200,31,687716,2,2,200,200,4,163,200,22,264670,1,1,100,100,3,74,100,3,
humanevaljava,humaneval,ROLLING_MAX,SH SF,,,,,,,,,,22,132281,1,1,200,200,48,54,200,37,288655,9,3,100,100,7,54,100,3,
humanevaljava,humaneval,ROUNDED_AVG,SL SH SF,2,82449,19,1,200,200,187,11,200,36,251267,6,3,128,200,69,20,128,20,189325,1,1,100,100,79,1,100,3,
humanevaljava,humaneval,SAME_CHARS,SH SF,,,,,,,,,,21,235085,1,1,200,200,0,162,200,3,69924,72,3,100,100,94,3,100,3,
humanevaljava,humaneval,SEARCH,SH SF,,,,,,,,,,36,390595,24,3,200,200,114,47,200,3,77890,47,2,100,100,92,5,100,3,
humanevaljava,humaneval,SELECT_WORDS,SL SH SF,15,192439,3,3,200,200,8,18,200,22,184197,8,2,200,200,7,73,200,21,360662,2,2,100,100,6,72,100,3,
humanevaljava,humaneval,SEPARATE_PAREN_GROUPS,SL SH SF,12,110424,1,1,200,200,27,55,200,0,145126,,,200,200,1,199,200,0,90160,,,100,100,90,10,100,3,
humanevaljava,humaneval,SIMPLIFY,SL SH SF,42,289658,1,1,200,200,16,49,200,18,140766,7,1,200,200,5,175,200,18,340933,4,1,100,100,13,69,100,3,
humanevaljava,humaneval,SKJKASDKD,SL SH SF,24,113008,1,1,200,200,26,8,200,22,120723,1,1,200,200,3,5,200,19,305382,22,1,100,100,1,80,100,3,
humanevaljava,humaneval,SMALLEST_CHANGE,SH SF,,,,,,,,,,0,134841,,,200,200,0,200,200,45,256540,1,1,100,100,17,19,100,3,
humanevaljava,humaneval,SOLUTION,SL SH SF,1,81020,77,2,200,200,168,31,200,0,112097,,,200,200,93,107,200,0,59451,,,100,100,97,3,100,3,
humanevaljava,humaneval,SOLVE,SL SH SF,19,109463,1,1,200,200,0,3,200,20,119010,1,1,200,200,0,2,200,42,310335,3,3,100,100,2,42,100,3,
humanevaljava,humaneval,SOLVE_STRING,SH SF,,,,,,,,,,49,672228,5,2,200,200,14,133,200,26,313499,13,1,100,100,14,59,100,3,
humanevaljava,humaneval,SORT_ARRAY_BINARY,SH SF,,,,,,,,,,68,578670,1,1,200,200,0,22,200,17,174403,1,1,100,100,81,1,100,3,
humanevaljava,humaneval,SORT_ARRAY,SF,,,,,,,,,,,,,,,,,,,29,334883,1,1,100,100,11,59,100,3,
humanevaljava,humaneval,SORTED_LIST_SUM,SH SF,,,,,,,,,,42,573905,11,2,200,200,37,96,200,7,96197,17,2,100,100,14,78,100,3,
humanevaljava,humaneval,SORT_EVEN,SF,,,,,,,,,,,,,,,,,,,0,86588,,,100,100,58,42,100,3,
humanevaljava,humaneval,SORT_NUMBERS,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
humanevaljava,humaneval,SORT_THIRD,SL SH SF,62,202908,2,2,85,200,1,10,85,49,673901,1,1,200,200,3,144,200,26,257889,4,1,100,100,40,28,100,3,
humanevaljava,humaneval,SPECIAL_FACTORIAL,SH SF,,,,,,,,,,0,116363,,,200,200,0,200,200,0,56893,,,100,100,100,0,100,3,
humanevaljava,humaneval,SPECIAL_FILTER,SH SF,,,,,,,,,,54,419154,37,1,200,200,73,65,200,28,329137,1,1,100,100,18,54,100,3,
humanevaljava,humaneval,SPLIT_WORDS,SL SH SF,0,121362,,,200,200,166,34,200,0,124955,,,200,200,147,53,200,0,80823,,,100,100,82,18,100,3,
humanevaljava,humaneval,STARTS_ONE_ENDS,SL SH SF,35,297040,2,2,200,200,28,3,200,45,534934,31,1,200,200,39,95,200,15,95531,4,1,100,100,78,6,100,3,
humanevaljava,humaneval,STRANGE_SORT_LIST,SH SF,,,,,,,,,,1,83227,5,2,200,200,145,54,200,32,338086,1,1,100,100,7,60,100,3,
humanevaljava,humaneval,STRING_SEQUENCE,SL SH SF,46,197633,1,1,200,200,18,18,200,68,584739,1,1,200,200,3,92,200,51,230068,4,1,100,100,12,8,100,3,
humanevaljava,humaneval,STRING_TO_MD5,SL SH SF,3,76189,1,1,200,200,118,1,200,4,93716,1,1,200,200,6,184,200,27,193825,1,1,100,100,5,64,100,3,
humanevaljava,humaneval,STRING_XOR,SH SF,,,,,,,,,,51,649707,1,1,200,200,14,125,200,30,348176,1,1,100,100,2,67,100,3,
humanevaljava,humaneval,STRLEN,SL SH SF,16,89880,1,1,200,200,19,7,200,27,136865,1,1,200,200,21,43,200,59,152713,1,1,100,100,3,2,100,3,
humanevaljava,humaneval,STRONGEST_EXTENSION,SF,,,,,,,,,,,,,,,,,,,20,343849,2,2,100,100,12,68,100,3,
humanevaljava,humaneval,SUM_PRODUCT,SL SH SF,11,100951,1,1,200,200,140,39,200,10,83063,1,1,200,200,79,56,200,38,286698,2,2,100,100,9,46,100,3,
humanevaljava,humaneval,SUM_SQUARED_NUMS,SH SF,,,,,,,,,,0,121070,,,200,200,0,200,200,24,119751,12,3,100,100,30,2,100,3,
humanevaljava,humaneval,SUM_SQUARES,SF,,,,,,,,,,,,,,,,,,,2,65551,73,1,100,100,95,3,100,3,
humanevaljava,humaneval,SUM_TO_N,SL SH SF,50,254029,1,1,200,200,0,14,200,76,380129,1,1,179,200,3,2,179,54,237016,1,1,100,100,0,1,100,3,
humanevaljava,humaneval,TOTAL_MATCH,SH SF,,,,,,,,,,8,91599,1,1,200,200,8,39,200,36,288757,1,1,100,100,9,53,100,3,
humanevaljava,humaneval,TRIANGLE_AREA_2,SL SH SF,67,483613,1,1,200,200,2,43,200,37,688919,1,1,200,200,6,154,200,24,351328,1,1,100,100,4,72,100,3,
humanevaljava,humaneval,TRIANGLE_AREA,SL SH SF,24,116728,1,1,200,200,8,3,200,62,597620,1,1,200,200,1,91,200,42,304499,1,1,100,100,0,53,100,3,
humanevaljava,humaneval,TRIPLES_SUM_TO_ZERO,SH SF,,,,,,,,,,6,131578,10,1,200,200,0,189,200,1,58632,6,3,100,100,0,99,100,3,
humanevaljava,humaneval,TRI,SH SF,,,,,,,,,,0,149453,,,200,200,1,199,200,0,79535,,,100,100,93,7,100,3,
humanevaljava,humaneval,TRUNCATE_NUMBER,SL SH SF,0,90123,,,200,200,136,64,200,0,95819,,,200,200,94,106,200,0,44948,,,100,100,74,26,100,3,
humanevaljava,humaneval,UNIQUE_DIGITS,SH SF,,,,,,,,,,1,82798,7,1,200,200,22,177,200,26,339807,1,1,100,100,0,66,100,3,
humanevaljava,humaneval,UNIQUE,SH SF,,,,,,,,,,0,112376,,,200,200,39,161,200,2,44116,28,1,100,100,0,98,100,3,
humanevaljava,humaneval,VALID_DATE,SL SH SF,44,652079,1,1,200,200,69,61,200,23,672623,21,3,200,200,1,175,200,14,378978,1,1,100,100,2,84,100,3,
humanevaljava,humaneval,VOWELS_COUNT,SL SH SF,39,408772,12,3,200,200,76,64,200,0,127611,,,200,200,3,197,200,24,128996,64,1,100,100,72,4,100,3,
humanevaljava,humaneval,WILL_IT_FLY,SH SF,,,,,,,,,,54,620978,10,1,197,200,1,117,197,31,318436,1,1,100,100,1,49,100,3,
humanevaljava,humaneval,WORDS_IN_SENTENCE,SL SH SF,53,212635,79,1,200,200,36,81,200,0,144109,,,200,200,61,139,200,22,285294,24,3,100,100,25,51,100,3,
humanevaljava,humaneval,WORDS_STRINGS,SL SH SF,22,123206,28,1,200,200,72,34,200,0,125132,,,200,200,58,142,200,6,72492,21,3,100,100,10,84,100,3,
humanevaljava,humaneval,X_OR_Y,SF,,,,,,,,,,,,,,,,,,,32,124651,60,3,100,100,56,6,100,3,
