framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,max_conv_length,comment
defects4j,Closure,57,SL SH SF,29,129467,43,1,200,200,1,136,0,137722,,,200,200,0,200,22,356339,2,2,100,100,2,75,3,
defects4j,Closure,58,SF,,,,,,,,,,,,,,,,,0,222491,,,100,100,47,53,3,
defects4j,Closure,59,SH SF,,,,,,,,,29,234516,127,1,200,200,1,144,0,189117,,,100,100,41,59,3,
defects4j,Closure,60,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,61,SH SF,,,,,,,,,29,657065,1,1,200,200,16,153,9,342446,19,1,100,100,5,86,3,
defects4j,Closure,62,SL SH SF,5,115232,32,2,200,200,159,28,27,205544,1,1,200,200,48,50,10,271826,45,3,100,100,21,69,3,
defects4j,Closure,64,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,65,SL SH SF,1,197190,90,3,200,200,167,32,0,330239,,,200,200,44,156,0,225612,,,100,100,84,16,3,
defects4j,Closure,66,SF,,,,,,,,,,,,,,,,,0,51794,,,100,100,0,100,3,
defects4j,Closure,67,SL SH SF,47,641078,9,3,200,200,8,138,0,151345,,,200,200,2,198,0,83838,,,100,100,63,37,3,
defects4j,Closure,68,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,69,SH SF,,,,,,,,,0,215990,,,200,200,0,200,0,179825,,,100,100,3,97,3,
defects4j,Closure,70,SL SH SF,16,137976,4,1,200,200,9,129,12,127053,25,1,200,200,16,168,0,110334,,,100,100,9,91,3,
defects4j,Closure,71,SL SH SF,0,249560,,,200,200,20,180,0,291034,,,200,200,1,199,0,269073,,,100,100,21,79,3,
defects4j,Closure,72,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,73,SL SH SF,31,329568,28,1,200,200,47,50,0,275128,,,200,200,1,199,5,388960,3,3,100,100,6,88,3,
defects4j,Closure,74,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,75,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,76,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,77,SL SH SF,6,182162,7,1,200,200,5,9,19,198000,1,1,200,200,26,3,4,376385,15,3,100,100,14,82,3,
defects4j,Closure,78,SF,,,,,,,,,,,,,,,,,5,309296,55,1,100,100,26,69,3,
defects4j,Closure,79,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,80,SL SH SF,0,208378,,,200,200,0,200,0,232143,,,200,200,0,200,0,191940,,,100,100,0,100,3,
defects4j,Closure,81,SH SF,,,,,,,,,0,448470,,,200,200,11,189,0,294839,,,100,100,2,98,3,
defects4j,Closure,82,SH SF,,,,,,,,,0,106726,,,200,200,31,169,0,56977,,,100,100,22,78,3,
defects4j,Closure,83,SH SF,,,,,,,,,11,155583,115,1,200,200,7,177,0,82175,,,100,100,10,90,3,
defects4j,Closure,84,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,85,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,86,SL SH SF,29,268215,99,3,200,200,11,108,8,610256,69,3,200,200,0,192,6,376750,10,1,100,100,5,89,3,
defects4j,Closure,87,SF,,,,,,,,,,,,,,,,,0,98639,,,100,100,19,81,3,
defects4j,Closure,88,SF,,,,,,,,,,,,,,,,,0,120555,,,100,100,21,79,3,
defects4j,Closure,89,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,90,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,91,SH SF,,,,,,,,,0,286906,,,200,200,28,172,0,211915,,,100,100,14,86,3,
defects4j,Closure,92,SL SH SF,50,554566,1,1,200,200,7,79,53,423822,7,1,200,200,14,57,0,156579,,,100,100,24,76,3,
defects4j,Closure,94,SF,,,,,,,,,,,,,,,,,14,362346,4,1,100,100,1,85,3,
defects4j,Closure,95,SF,,,,,,,,,,,,,,,,,0,245727,,,100,100,17,83,3,
defects4j,Closure,96,SF,,,,,,,,,,,,,,,,,0,144477,,,100,100,8,92,3,
defects4j,Closure,97,SH SF,,,,,,,,,24,718281,18,3,200,200,1,174,8,353813,15,3,100,100,15,77,3,
defects4j,Closure,98,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,99,SF,,,,,,,,,,,,,,,,,0,171276,,,100,100,25,75,3,
defects4j,Closure,100,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,101,SF,,,,,,,,,,,,,,,,,17,251560,22,1,100,100,6,77,3,
defects4j,Closure,102,SF,,,,,,,,,,,,,,,,,16,117404,47,2,100,100,59,25,3,
defects4j,Closure,103,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,104,SL SH SF,0,162150,,,200,200,10,190,9,185269,59,2,200,200,6,183,0,129719,,,100,100,0,100,3,
defects4j,Closure,105,SF,,,,,,,,,,,,,,,,,0,243661,,,100,100,34,66,3,
defects4j,Closure,106,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,107,SL SH SF,11,164321,73,1,200,200,119,64,15,233460,142,1,200,200,49,129,0,174934,,,100,100,13,87,3,
defects4j,Closure,108,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,109,SH SF,,,,,,,,,20,105049,46,1,200,200,20,145,44,187175,5,2,100,100,13,29,3,
defects4j,Closure,110,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,111,SH SF,,,,,,,,,0,117455,,,200,200,8,192,0,51268,,,100,100,25,75,3,
defects4j,Closure,112,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,113,SL SH SF,0,164357,,,200,200,72,128,0,223323,,,200,200,19,181,0,144217,,,100,100,47,53,3,
defects4j,Closure,114,SL SH SF,12,152414,64,1,200,200,77,102,4,154670,13,1,200,200,39,157,0,137087,,,100,100,36,64,3,
defects4j,Closure,115,SF,,,,,,,,,,,,,,,,,0,214980,,,100,100,26,74,3,
defects4j,Closure,116,SF,,,,,,,,,,,,,,,,,0,196406,,,100,100,50,50,3,
defects4j,Closure,117,SF,,,,,,,,,,,,,,,,,0,176086,,,100,100,31,69,3,
defects4j,Closure,118,SH SF,,,,,,,,,0,194523,,,200,200,26,174,0,115981,,,100,100,28,72,3,
defects4j,Closure,119,SL SH SF,11,257320,115,1,200,200,28,149,0,372304,,,200,200,12,188,4,381813,16,1,100,100,1,95,3,
defects4j,Closure,120,SH SF,,,,,,,,,0,220024,,,200,200,9,191,0,138588,,,100,100,8,92,3,
defects4j,Closure,121,SF,,,,,,,,,,,,,,,,,0,219823,,,100,100,30,70,3,
defects4j,Closure,122,SH SF,,,,,,,,,37,198491,19,1,200,200,10,139,24,274459,5,2,100,100,32,44,3,
defects4j,Closure,123,SL SH SF,0,87740,,,200,200,0,200,0,115189,,,200,200,0,200,0,50129,,,100,100,0,100,3,
defects4j,Closure,124,SF,,,,,,,,,,,,,,,,,20,365763,1,1,100,100,2,78,3,
defects4j,Closure,125,SL SH SF,38,211773,16,1,200,200,25,28,0,162175,,,200,200,1,199,21,335590,2,2,100,100,10,66,3,
defects4j,Closure,126,SH SF,,,,,,,,,13,167762,25,1,89,200,5,71,0,311196,,,100,100,10,90,3,
defects4j,Closure,127,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,128,SF,,,,,,,,,,,,,,,,,30,276456,1,1,100,100,23,46,3,
defects4j,Closure,129,SH SF,,,,,,,,,0,162535,,,200,200,8,192,20,325565,1,1,100,100,5,75,3,
defects4j,Closure,130,SL SH SF,0,166420,,,200,200,16,184,0,243599,,,200,200,0,200,0,160453,,,100,100,18,82,3,
defects4j,Closure,131,SF,,,,,,,,,,,,,,,,,30,166853,2,2,100,100,57,11,3,
defects4j,Closure,132,SH SF,,,,,,,,,0,526397,,,200,200,35,165,0,391759,,,100,100,8,92,3,
defects4j,Closure,133,SL SH SF,0,102383,,,200,200,10,190,0,120280,,,200,200,2,198,0,59190,,,100,100,46,54,3,
defects4j,Closure,134,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,135,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,136,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,137,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,138,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,139,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,140,SL SH SF,0,140781,,,200,200,0,200,0,177710,,,200,200,0,200,0,108033,,,100,100,0,100,3,
defects4j,Closure,141,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,142,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,143,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,144,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,145,SF,,,,,,,,,,,,,,,,,13,91366,87,3,100,100,48,39,3,
defects4j,Closure,146,SH SF,,,,,,,,,0,134082,,,200,200,30,170,0,85424,,,100,100,21,79,3,
defects4j,Closure,147,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,148,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,149,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,150,SH SF,,,,,,,,,0,155406,,,200,200,82,118,0,94692,,,100,100,43,57,3,
defects4j,Closure,151,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,152,SH SF,,,,,,,,,33,600844,19,1,200,200,3,160,6,141061,83,2,100,100,7,86,3,
defects4j,Closure,153,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,154,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,155,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,156,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,157,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,158,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,159,SH SF,,,,,,,,,0,153528,,,200,200,0,200,21,201245,11,2,100,100,22,55,3,
defects4j,Closure,160,SF,,,,,,,,,,,,,,,,,0,174610,,,100,100,31,69,3,
defects4j,Closure,161,SH SF,,,,,,,,,27,470094,22,1,168,200,12,127,0,146391,,,100,100,35,65,3,
defects4j,Closure,162,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,163,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,164,SF,,,,,,,,,,,,,,,,,0,226870,,,100,100,18,82,3,
defects4j,Closure,165,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,166,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,167,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,168,SL SH SF,23,180928,1,1,200,200,9,123,71,497960,34,1,200,200,1,114,6,177012,85,1,100,100,39,55,3,
defects4j,Closure,169,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,170,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,171,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,172,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,173,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,174,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,175,OT,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Closure,176,SF,,,,,,,,,,,,,,,,,0,253821,,,100,100,0,100,3,
